party,venue,account_name,account_type,asset,amount,amount_usd,conv_rate
BINANCE,BINANCE,binancebvi@hiddenroad.com,AccountType.MAIN,ETH,330.00259166,845781.4851220234,2562.95406914085
BINANCE,BINANCE,binancebvi@hiddenroad.com,AccountType.MAIN,USDC,8800.0,8797.615666304413,0.999729052989138
BINANCE,BINANCE,binancebvi@hiddenroad.com,AccountType.MAIN,USDT,1237166.41856248,1237325.0231527274,1.00012819988311
BINANCE,BINANCE,binancebvi@hiddenroad.com,AccountType.UMFUTURE,BNB,32.0,12231.98162766976,382.24942586468
BINANCE,BINANCE,fasanara@hiddenroad.com,AccountType.MAIN,AR,3253.317968,,
BINANCE,BINANCE,fasanara@hiddenroad.com,AccountType.MAIN,AVAX,5367.295572,395551.1053106319,73.6965386020727
BINANCE,BINANCE,fasanara@hiddenroad.com,AccountType.MAIN,BNB,1e-07,3.8224942586467997e-05,382.24942586468
BINANCE,BINANCE,fasanara@hiddenroad.com,AccountType.MAIN,BTC,172.18577581,6642465.084177839,38577.3160002922
BINANCE,BINANCE,fasanara@hiddenroad.com,AccountType.MAIN,BUSD,2258.52339827,2258.302903678761,0.999902372235148
BINANCE,BINANCE,fasanara@hiddenroad.com,AccountType.MAIN,DOT,1000.0,16971.088231725,16.971088231725
BINANCE,BINANCE,fasanara@hiddenroad.com,AccountType.MAIN,ETH,1784.26896558,4572999.405774997,2562.95406914085
BINANCE,BINANCE,fasanara@hiddenroad.com,AccountType.MAIN,FTM,33655.0,44800.439067646555,1.33116740655613
BINANCE,BINANCE,fasanara@hiddenroad.com,AccountType.MAIN,LUNA,80.31106039,6846.867520600609,85.2543533524699
BINANCE,BINANCE,fasanara@hiddenroad.com,AccountType.MAIN,MANA,69696.0,166213.519281856,2.38483584828191
BINANCE,BINANCE,fasanara@hiddenroad.com,AccountType.MAIN,SAND,1790.0,5047.670559095015,2.81992768664526
BINANCE,BINANCE,fasanara@hiddenroad.com,AccountType.MAIN,SOL,11.49272,943.4526708557624,82.0913300642287
BINANCE,BINANCE,fasanara@hiddenroad.com,AccountType.MAIN,USDT,885972.19065482,886085.7721861006,1.00012819988311
BINANCE,BINANCE,fasanara@hiddenroad.com,AccountType.MARGIN,BNB,-0.12076247,-46.16138482350064,382.24942586468
BINANCE,BINANCE,fasanara@hiddenroad.com,AccountType.MARGIN,BTC,10.05,387702.02580293664,38577.3160002922
BINANCE,BINANCE,fasanara@hiddenroad.com,AccountType.MARGIN,BUSD,0.35835041,0.3583154250504379,0.999902372235148
BINANCE,BINANCE,fasanara@hiddenroad.com,AccountType.UMFUTURE,USDT,4542300.75047481,4542883.072900071,1.00012819988311
BINANCE,BINANCE,fasanara@hiddenroad.com,AccountType.CMFUTURE,ADA,1090083.49763465,867570.0569296783,0.795874865377011
BINANCE,BINANCE,fasanara@hiddenroad.com,AccountType.CMFUTURE,AVAX,5000.0,368482.69301036355,73.6965386020727
BINANCE,BINANCE,fasanara@hiddenroad.com,AccountType.CMFUTURE,BTC,59.49965996,2295337.1841868535,38577.3160002922
BINANCE,BINANCE,fasanara@hiddenroad.com,AccountType.CMFUTURE,DOT,5777.5736438,98051.7120742187,16.971088231725
BINANCE,BINANCE,fasanara@hiddenroad.com,AccountType.CMFUTURE,ETH,422.47549556,1082785.290457799,2562.95406914085
BINANCE,BINANCE,fasanara@hiddenroad.com,AccountType.CMFUTURE,LUNA,7591.08862707,647173.3521421414,85.2543533524699
BINANCE,BINANCE,hcdigital@hiddenroad.com,AccountType.MAIN,BTC,3.31966486,128063.76031928578,38577.3160002922
BINANCE,BINANCE,hcdigital@hiddenroad.com,AccountType.MAIN,ETH,1.39026944,3563.196718450171,2562.95406914085
BINANCE,BINANCE,hcdigital@hiddenroad.com,AccountType.MAIN,USDT,802720.33792347,802823.2465769617,1.00012819988311
BINANCE,BINANCE,hcdigital@hiddenroad.com,AccountType.UMFUTURE,USDT,651029.72131667,651113.1832508439,1.00012819988311
BINANCE,BINANCE,hrp1019511449@hiddenroad.com,AccountType.MAIN,AUD,0.03956767,,
BINANCE,BINANCE,hrp1019511449@hiddenroad.com,AccountType.MAIN,BUSD,0.37515458,0.3751179544968806,0.999902372235148
BINANCE,BINANCE,hrp1019511449@hiddenroad.com,AccountType.MAIN,ETH,7.64e-06,0.019580969088236096,2562.95406914085
BINANCE,BINANCE,hrp1019511449@hiddenroad.com,AccountType.MAIN,EUR,0.05263637,0.057380210968786795,1.09012477434874
BINANCE,BINANCE,hrp1019511449@hiddenroad.com,AccountType.MAIN,GBP,0.03490299,0.045738752593238965,1.31045370592144
BINANCE,BINANCE,hrp1019511449@hiddenroad.com,AccountType.MAIN,SOL,0.0051544,0.4231315516830604,82.0913300642287
BINANCE,BINANCE,hrp1019511449@hiddenroad.com,AccountType.MAIN,USDC,0.50563018,0.5054931810141274,0.999729052989138
BINANCE,BINANCE,hrp1019511449@hiddenroad.com,AccountType.MAIN,USDT,70273.33473646,70282.34376975897,1.00012819988311
BINANCE,BINANCE,hrp1019511449@hiddenroad.com,AccountType.MAIN,XRP,36468.6116,26211.422506304207,0.718739248803873
BINANCE,BINANCE,hrp1019511449@hiddenroad.com,AccountType.UMFUTURE,USDT,63773.6854387,63781.86121771873,1.00012819988311
BINANCE,BINANCE,hrp1561045139@hiddenroad.com,AccountType.MAIN,BTC,9e-06,0.3471958440026298,38577.3160002922
BINANCE,BINANCE,hrp1561045139@hiddenroad.com,AccountType.MAIN,USDC,999.14667428,998.875958475191,0.999729052989138
BINANCE,BINANCE,hrp3545551966@hiddenroad.com,AccountType.MAIN,BTC,0.06,2314.638960017532,38577.3160002922
BINANCE,BINANCE,hrp3545551966@hiddenroad.com,AccountType.MAIN,ETH,0.2541,651.2466289686901,2562.95406914085
BINANCE,BINANCE,hrp3545551966@hiddenroad.com,AccountType.MAIN,USDT,96943.32393562,96955.75205841684,1.00012819988311
BINANCE,BINANCE,hrp3545551966@hiddenroad.com,AccountType.UMFUTURE,USDT,54988.82655028,54995.8761114161,1.00012819988311
BINANCE,BINANCE,hrp5402380163@hiddenroad.com,AccountType.MAIN,FTM,20672.6324,27518.734458596224,1.33116740655613
BINANCE,BINANCE,hrp5402380163@hiddenroad.com,AccountType.MAIN,USDT,61265.46963169,61273.323857735464,1.00012819988311
BINANCE,BINANCE,hrp5402380163@hiddenroad.com,AccountType.UMFUTURE,USDT,48940.13150377,48946.40562290817,1.00012819988311
BINANCE,BINANCE,hrp6275908425@hiddenroad.com,AccountType.MAIN,USDT,99992.01260305,100004.83156737764,1.00012819988311
BINANCE,BINANCE,hrp6275908425@hiddenroad.com,AccountType.UMFUTURE,USDT,52000.19497994,52006.86139885813,1.00012819988311
BINANCE,BINANCE,hrp6288707550@hiddenroad.com,AccountType.UMFUTURE,USDT,3197.7179322,3198.127879265127,1.00012819988311
BINANCE,BINANCE,hrp7241630876@hiddenroad.com,AccountType.MAIN,LUNA,457.43,38997.898854020306,85.2543533524699
BINANCE,BINANCE,hrp7241630876@hiddenroad.com,AccountType.MAIN,USDT,57083.76802748,57091.0861598686,1.00012819988311
BINANCE,BINANCE,hrp7241630876@hiddenroad.com,AccountType.UMFUTURE,USDT,54651.11438522,54658.12065169601,1.00012819988311
BINANCE,BINANCE,hrp8543046462@hiddenroad.com,AccountType.MAIN,BTC,0.00029988,11.568565522167624,38577.3160002922
BINANCE,BINANCE,hrp8543046462@hiddenroad.com,AccountType.MAIN,USDT,986.83052026,986.9570318173467,1.00012819988311
BINANCE,BINANCE,hrp8554627694@hiddenroad.com,AccountType.UMFUTURE,USDT,11760.83280492,11762.340542310867,1.00012819988311
BINANCE,BINANCE,hrp_02203487751@hiddenroad.com,AccountType.MAIN,USDT,0.75189526,0.7519916528844429,1.00012819988311
BINANCE,BINANCE,hrp_02203487751@hiddenroad.com,AccountType.UMFUTURE,BNB,11.77195753,4499.824007145897,382.24942586468
BINANCE,BINANCE,hrp_02203487751@hiddenroad.com,AccountType.UMFUTURE,USDT,915964.66845506,916082.0950184888,1.00012819988311
BINANCE,BINANCE,hrp_02203487752@hiddenroad.com,AccountType.MAIN,ADA,1957.8,1558.1638114351122,0.795874865377011
BINANCE,BINANCE,hrp_02203487752@hiddenroad.com,AccountType.MAIN,BNB,0.99928714,381.9769355389581,382.24942586468
BINANCE,BINANCE,hrp_02203487752@hiddenroad.com,AccountType.MAIN,BTC,0.00135,52.079376600394475,38577.3160002922
BINANCE,BINANCE,hrp_02203487752@hiddenroad.com,AccountType.MAIN,ETH,0.0016,4.1007265106253605,2562.95406914085
BINANCE,BINANCE,hrp_02203487752@hiddenroad.com,AccountType.MAIN,USDT,9926.51187272,9927.784450381772,1.00012819988311
BINANCE,BINANCE,hrp_02203487752@hiddenroad.com,AccountType.UMFUTURE,USDT,11393.33546214,11394.796086414479,1.00012819988311
BINANCE,BINANCE,hrp_27598530461@hiddenroad.com,AccountType.MAIN,USDT,15.0,15.00192299824665,1.00012819988311
BINANCE,BINANCE,hrp_27598530461@hiddenroad.com,AccountType.CMFUTURE,BTC,0.001,38.5773160002922,38577.3160002922
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,AAVE,11.308,1383.185803291171,122.31922561825
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,ADA,932.1,741.834962017912,0.795874865377011
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,ALGO,262.0,192.4355339506645,0.734486770804063
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,ATOM,37.06,1032.2360863429765,27.8531054059087
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,AVAX,170.57,12570.41858935554,73.6965386020727
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,AXS,2.03,94.36036796394875,46.4829398837186
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,BAT,1892.0,1226.9074743688902,0.648471180956073
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,BCH,4.505,1276.5911790417797,283.372070819485
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,BNB,1.66002357,634.5430565543364,382.24942586468
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,BTC,1.22707,47337.067144478555,38577.3160002922
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,CAKE,38.93,232.36664756052215,5.96883245724434
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,CHZ,2775.0,536.1398745496576,0.193203558396273
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,COMP,14.952,1557.2512169423812,104.150027885392
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,COTI,46.0,,
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,CRV,81.7,168.32330202485684,2.06026073469837
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,DASH,8.772,781.1788197129995,89.0536730178978
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,DOGE,8825.0,1028.7153338220728,0.116568309781538
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,DOT,29.85,506.5869837169912,16.971088231725
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,EGLD,9.33,1218.200326277226,130.5680949922
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,ENJ,789.1,1047.112540003324,1.32697065011193
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,EOS,195.3,383.02603451136116,1.96121881470231
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,ETC,80.38,2107.4012158272835,26.2179797938204
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,ETH,1.9887,5096.9467573004085,2562.95406914085
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,FIL,56.63,1013.3950272132726,17.8950207878028
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,FLOW,137.71,785.3911293977004,5.70322510636628
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,FTM,959.0,1276.5895428873287,1.33116740655613
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,FTT,3.4,137.39468341754537,40.4102010051604
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,GRT,7728.0,2617.847891818912,0.338748433206381
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,HBAR,54808.0,11145.437984754888,0.203354218084128
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,HNT,0.4,,
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,ICP,2.08,34.91119749054205,16.7842295627606
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,IMX,3.81,,
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,KLAY,700.9,779.8548766808557,1.11264784802519
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,KNC,0.6,,
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,KSM,0.062,,
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,LINK,23.76,309.209294592518,13.0138592000218
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,LRC,102.0,74.31484437197275,0.728576905607576
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,LTC,10.697,1065.60154521462,99.6168594198953
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,LUNA,0.06,5.115261201148194,85.2543533524699
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,MANA,122.0,290.949973490393,2.38483584828191
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,MATIC,717.1,1035.4844798928225,1.44398895536581
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,MKR,1.662,2888.6162611193754,1738.03625819457
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,NEAR,19.3,186.5748930051706,9.66709290182231
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,NEO,54.8,1113.156270110397,20.3130706224525
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,RNDR,5.21,,
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,ROSE,6291.7,1369.8411900127396,0.21772194955461
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,SAND,29.0,81.77790291271255,2.81992768664526
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,SHIB,47575795.0,1092.5467406565333,2.29643401787933e-05
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,SOL,23.06,1893.0260712811137,82.0913300642287
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,SPELL,396.0,,
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,STX,484.1,512.2954552298592,1.0582430391032
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,SUSHI,235.8,672.0225919123278,2.84996858317357
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,THETA,265.7,752.3678590354702,2.8316441815411
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,TRU,11.0,,
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,TRX,7239.8,437.40896344669005,0.0604172716714122
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,UNFI,1.5,,
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,UNI,80.62,702.7123327436968,8.71635242797937
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,USDT,374603.69070985,374651.7148592116,1.00012819988311
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,VET,842.1,38.89032512500531,0.0461825497268796
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,XEM,707.0,66.64506993356565,0.0942645967942937
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,XLM,8452.0,1435.456281784618,0.169836285114129
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,XRP,358.0,257.3086510717865,0.718739248803873
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,XTZ,36.6,108.35057202314904,2.96039814270899
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,YFI,0.00048,9.206040583975824,19179.2512166163
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,YFII,0.0031,,
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,ZEN,0.12,,
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.UMFUTURE,BNB,0.03451799,13.194481859502766,382.24942586468
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.UMFUTURE,BTC,5.0,192886.580001461,38577.3160002922
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.UMFUTURE,USDT,614653.27216987,614732.0706475154,1.00012819988311
BINANCE,BINANCE,hrp_27598530463@hiddenroad.com,AccountType.MAIN,AAVE,8.49,1038.4902254989424,122.31922561825
BINANCE,BINANCE,hrp_27598530463@hiddenroad.com,AccountType.MAIN,ADA,1080.5,859.9427920398604,0.795874865377011
BINANCE,BINANCE,hrp_27598530463@hiddenroad.com,AccountType.MAIN,ALGO,487.0,357.6950573815787,0.734486770804063
BINANCE,BINANCE,hrp_27598530463@hiddenroad.com,AccountType.MAIN,ARPA,55.9,,
BINANCE,BINANCE,hrp_27598530463@hiddenroad.com,AccountType.MAIN,ATOM,20.33,566.2536329021239,27.8531054059087
BINANCE,BINANCE,hrp_27598530463@hiddenroad.com,AccountType.MAIN,AVAX,155.4,11452.4420987621,73.6965386020727
BINANCE,BINANCE,hrp_27598530463@hiddenroad.com,AccountType.MAIN,AXS,2.06,95.75485616046032,46.4829398837186
BINANCE,BINANCE,hrp_27598530463@hiddenroad.com,AccountType.MAIN,BAND,0.4,,
BINANCE,BINANCE,hrp_27598530463@hiddenroad.com,AccountType.MAIN,BAT,662.0,429.2879217929204,0.648471180956073
BINANCE,BINANCE,hrp_27598530463@hiddenroad.com,AccountType.MAIN,BCH,2.845,806.1935414814349,283.372070819485
BINANCE,BINANCE,hrp_27598530463@hiddenroad.com,AccountType.MAIN,BNB,0.89080175,340.5084574967522,382.24942586468
BINANCE,BINANCE,hrp_27598530463@hiddenroad.com,AccountType.MAIN,BTC,0.49270001,19007.04397911713,38577.3160002922
BINANCE,BINANCE,hrp_27598530463@hiddenroad.com,AccountType.MAIN,BTS,31.1,,
BINANCE,BINANCE,hrp_27598530463@hiddenroad.com,AccountType.MAIN,CAKE,10.35,61.77741593247892,5.96883245724434
BINANCE,BINANCE,hrp_27598530463@hiddenroad.com,AccountType.MAIN,CHZ,717.0,138.52695137012776,0.193203558396273
BINANCE,BINANCE,hrp_27598530463@hiddenroad.com,AccountType.MAIN,COMP,8.793,915.7911951962518,104.150027885392
BINANCE,BINANCE,hrp_27598530463@hiddenroad.com,AccountType.MAIN,CRV,327.7,675.1474427606558,2.06026073469837
BINANCE,BINANCE,hrp_27598530463@hiddenroad.com,AccountType.MAIN,DASH,0.409,36.422952264320195,89.0536730178978
BINANCE,BINANCE,hrp_27598530463@hiddenroad.com,AccountType.MAIN,DOGE,10484.0,1222.1021597496444,0.116568309781538
BINANCE,BINANCE,hrp_27598530463@hiddenroad.com,AccountType.MAIN,DOT,18.86,320.07472405033343,16.971088231725
BINANCE,BINANCE,hrp_27598530463@hiddenroad.com,AccountType.MAIN,EGLD,19.79,2583.942599895638,130.5680949922
BINANCE,BINANCE,hrp_27598530463@hiddenroad.com,AccountType.MAIN,ENJ,766.0,1016.4595179857384,1.32697065011193
BINANCE,BINANCE,hrp_27598530463@hiddenroad.com,AccountType.MAIN,EOS,209.0,409.8947322727828,1.96121881470231
BINANCE,BINANCE,hrp_27598530463@hiddenroad.com,AccountType.MAIN,ETC,40.99,1074.6749917486984,26.2179797938204
BINANCE,BINANCE,hrp_27598530463@hiddenroad.com,AccountType.MAIN,ETH,4.0454,10368.174391302395,2562.95406914085
BINANCE,BINANCE,hrp_27598530463@hiddenroad.com,AccountType.MAIN,FIL,48.57,869.161159663582,17.8950207878028
BINANCE,BINANCE,hrp_27598530463@hiddenroad.com,AccountType.MAIN,FLOW,28.76,164.02475405909422,5.70322510636628
BINANCE,BINANCE,hrp_27598530463@hiddenroad.com,AccountType.MAIN,FTM,2568.0,3418.437900036142,1.33116740655613
BINANCE,BINANCE,hrp_27598530463@hiddenroad.com,AccountType.MAIN,FTT,3.55,143.4562135683194,40.4102010051604
BINANCE,BINANCE,hrp_27598530463@hiddenroad.com,AccountType.MAIN,GRT,2873.0,973.2242486019326,0.338748433206381
BINANCE,BINANCE,hrp_27598530463@hiddenroad.com,AccountType.MAIN,HBAR,12580.0,2558.19606349833,0.203354218084128
BINANCE,BINANCE,hrp_27598530463@hiddenroad.com,AccountType.MAIN,HNT,0.05,,
BINANCE,BINANCE,hrp_27598530463@hiddenroad.com,AccountType.MAIN,ICP,12.35,207.28523510009342,16.7842295627606
BINANCE,BINANCE,hrp_27598530463@hiddenroad.com,AccountType.MAIN,KLAY,333.6,371.1793221012034,1.11264784802519
BINANCE,BINANCE,hrp_27598530463@hiddenroad.com,AccountType.MAIN,LINK,70.4,916.1756876815348,13.0138592000218
BINANCE,BINANCE,hrp_27598530463@hiddenroad.com,AccountType.MAIN,LRC,181.0,131.87241991497126,0.728576905607576
BINANCE,BINANCE,hrp_27598530463@hiddenroad.com,AccountType.MAIN,LTC,6.232,620.8122679047875,99.6168594198953
BINANCE,BINANCE,hrp_27598530463@hiddenroad.com,AccountType.MAIN,LUNA,0.85,72.46620034959942,85.2543533524699
BINANCE,BINANCE,hrp_27598530463@hiddenroad.com,AccountType.MAIN,MANA,122.0,290.949973490393,2.38483584828191
BINANCE,BINANCE,hrp_27598530463@hiddenroad.com,AccountType.MAIN,MATIC,418.2,603.8761811339817,1.44398895536581
BINANCE,BINANCE,hrp_27598530463@hiddenroad.com,AccountType.MAIN,MKR,0.2248,390.71055084213936,1738.03625819457
BINANCE,BINANCE,hrp_27598530463@hiddenroad.com,AccountType.MAIN,NEAR,419.8,4058.2456001850055,9.66709290182231
BINANCE,BINANCE,hrp_27598530463@hiddenroad.com,AccountType.MAIN,NEO,10.63,215.9279407166701,20.3130706224525
BINANCE,BINANCE,hrp_27598530463@hiddenroad.com,AccountType.MAIN,ROSE,1725.5,375.6792239564795,0.21772194955461
BINANCE,BINANCE,hrp_27598530463@hiddenroad.com,AccountType.MAIN,SAND,97.0,273.53298560459024,2.81992768664526
BINANCE,BINANCE,hrp_27598530463@hiddenroad.com,AccountType.MAIN,SHIB,95975438.0,2204.012607040685,2.29643401787933e-05
BINANCE,BINANCE,hrp_27598530463@hiddenroad.com,AccountType.MAIN,SNX,0.1,0.387013491158653,3.87013491158653
BINANCE,BINANCE,hrp_27598530463@hiddenroad.com,AccountType.MAIN,SOL,12.76,1047.4853716195582,82.0913300642287
BINANCE,BINANCE,hrp_27598530463@hiddenroad.com,AccountType.MAIN,STX,509.6,539.2806527269908,1.0582430391032
BINANCE,BINANCE,hrp_27598530463@hiddenroad.com,AccountType.MAIN,SUSHI,253.2,721.6120452595479,2.84996858317357
BINANCE,BINANCE,hrp_27598530463@hiddenroad.com,AccountType.MAIN,THETA,391.8,1109.438190327803,2.8316441815411
BINANCE,BINANCE,hrp_27598530463@hiddenroad.com,AccountType.MAIN,TRX,6792.9,410.4084847367359,0.0604172716714122
BINANCE,BINANCE,hrp_27598530463@hiddenroad.com,AccountType.MAIN,UNFI,0.2,,
BINANCE,BINANCE,hrp_27598530463@hiddenroad.com,AccountType.MAIN,UNI,104.7,912.6020992094401,8.71635242797937
BINANCE,BINANCE,hrp_27598530463@hiddenroad.com,AccountType.MAIN,USDT,278158.69854649,278194.3584591297,1.00012819988311
BINANCE,BINANCE,hrp_27598530463@hiddenroad.com,AccountType.MAIN,VET,2147.6,99.18164379344663,0.0461825497268796
BINANCE,BINANCE,hrp_27598530463@hiddenroad.com,AccountType.MAIN,XEM,678.0,63.911396626531136,0.0942645967942937
BINANCE,BINANCE,hrp_27598530463@hiddenroad.com,AccountType.MAIN,XLM,5983.0,1016.1304938378337,0.169836285114129
BINANCE,BINANCE,hrp_27598530463@hiddenroad.com,AccountType.MAIN,XMR,0.003,,
BINANCE,BINANCE,hrp_27598530463@hiddenroad.com,AccountType.MAIN,XRP,66.0,47.43679042105562,0.718739248803873
BINANCE,BINANCE,hrp_27598530463@hiddenroad.com,AccountType.MAIN,XTZ,98.6,291.8952568711064,2.96039814270899
BINANCE,BINANCE,hrp_27598530463@hiddenroad.com,AccountType.MAIN,YFI,0.01196,229.38384455073094,19179.2512166163
